Drug1,Drug2,Cell line,ZIP,classification
Etoposide,Valrubicin,A498_KIDNEY,-8.62,antagonism
Etoposide,Valrubicin,BT549_BREAST,-9.2,antagonism
Etoposide,Valrubicin,EKVX_LUNG,-5.38,antagonism
Etoposide,Valrubicin,IGROV1_OVARY,-9.41,antagonism
Etoposide,Valrubicin,MCF7_BREAST,-8.08,antagonism
Etoposide,Valrubicin,MDAMB468_BREAST,-8.9,antagonism
Etoposide,Valrubicin,NCIH2122_LUNG,-9.51,antagonism
Etoposide,Valrubicin,NCIH226_LUNG,-5.36,antagonism
Etoposide,Valrubicin,NCIH522_LUNG,-6.24,antagonism
Etoposide,Valrubicin,PC3_PROSTATE,-5.2,antagonism
Etoposide,Valrubicin,SF539_CENTRAL_NERVOUS_SYSTEM,-7.88,antagonism
Etoposide,Valrubicin,SKMEL28_SKIN,-5.62,antagonism
Etoposide,Valrubicin,SKMEL5_SKIN,-8.59,antagonism
Etoposide,Valrubicin,SKOV3_OVARY,-5.87,antagonism
Etoposide,Valrubicin,T47D_BREAST,-7.85,antagonism
Etoposide,Valrubicin,UACC62_SKIN,-9.82,antagonism
Etoposide,Valrubicin,UO31_KIDNEY,-6.87,antagonism
Etoposide,Vemurafenib,786O_KIDNEY,-9.75,antagonism
Etoposide,Vemurafenib,BT549_BREAST,-10.93,antagonism
Etoposide,Vemurafenib,CAKI1_KIDNEY,-5.97,antagonism
Etoposide,Vemurafenib,HOP92_LUNG,-7.96,antagonism
Etoposide,Vemurafenib,IGROV1_OVARY,-10.86,antagonism
Etoposide,Vemurafenib,MALME3M_SKIN,-5.91,antagonism
Etoposide,Vemurafenib,MDAMB231_BREAST,-8.63,antagonism
Etoposide,Vemurafenib,MDAMB468_BREAST,-7.61,antagonism
Etoposide,Vemurafenib,NCIH522_LUNG,-6.39,antagonism
Etoposide,Vemurafenib,OVCAR8_OVARY,-10.88,antagonism
Etoposide,Vemurafenib,SKOV3_OVARY,-5.04,antagonism
Etoposide,Vemurafenib,SW620_LARGE_INTESTINE,7.27,synergy
Etoposide,Vemurafenib,T47D_BREAST,-9.09,antagonism
Etoposide,Vemurafenib,UACC62_SKIN,-9.05,antagonism
Etoposide,Vemurafenib,UO31_KIDNEY,-6,antagonism
Everolimus,AEE-788,TC71_BONE,5.437,synergy
Everolimus,AT-7519,TC71_BONE,24.756,synergy
Everolimus,AVN944,TC71_BONE,14.49,synergy
Everolimus,AZD-8055,TC71_BONE,17.254,synergy
Everolimus,Allopurinol,A549_LUNG,-11.34,antagonism
Everolimus,Allopurinol,BT549_BREAST,-5.64,antagonism
Everolimus,Allopurinol,CAKI1_KIDNEY,-5.54,antagonism
Everolimus,Allopurinol,EKVX_LUNG,-6.42,antagonism
Everolimus,Allopurinol,HS578T_BREAST,-5.26,antagonism
Everolimus,Allopurinol,HT29_LARGE_INTESTINE,-11.67,antagonism
Everolimus,Allopurinol,IGROV1_OVARY,-12.04,antagonism
Everolimus,Allopurinol,LOXIMVI_SKIN,-9.37,antagonism
Everolimus,Allopurinol,MDAMB231_BREAST,-5.84,antagonism
Everolimus,Allopurinol,MDAMB468_BREAST,-6.59,antagonism
Everolimus,Allopurinol,NCIH226_LUNG,7,synergy
Everolimus,Allopurinol,NCIH23_LUNG,-6.01,antagonism
Everolimus,Allopurinol,NCIH460_LUNG,-7.81,antagonism
Everolimus,Allopurinol,NCIH522_LUNG,-5.5,antagonism
Everolimus,Allopurinol,OVCAR8_OVARY,-7.42,antagonism
Everolimus,Allopurinol,PC3_PROSTATE,-11.73,antagonism
Everolimus,Allopurinol,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-11.34,antagonism
Everolimus,Allopurinol,SF295_CENTRAL_NERVOUS_SYSTEM,-6.47,antagonism
Everolimus,Allopurinol,SF539_CENTRAL_NERVOUS_SYSTEM,-5.09,antagonism
Everolimus,Allopurinol,SKMEL5_SKIN,-6.09,antagonism
Everolimus,Allopurinol,SNB75_CENTRAL_NERVOUS_SYSTEM,-5.77,antagonism
Everolimus,Allopurinol,T47D_BREAST,-5.15,antagonism
Everolimus,Allopurinol,U251MG_CENTRAL_NERVOUS_SYSTEM,-7.03,antagonism
Everolimus,Anastrozole,A498_KIDNEY,-8.06,antagonism
Everolimus,Anastrozole,HCT15_LARGE_INTESTINE,13.35,synergy
Everolimus,Anastrozole,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-6.55,antagonism
Everolimus,Anastrozole,SF539_CENTRAL_NERVOUS_SYSTEM,-7.63,antagonism
Everolimus,Anastrozole,SKOV3_OVARY,5.96,synergy
Everolimus,Anastrozole,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,5.07,synergy
Everolimus,BKM-120,TC71_BONE,-9.753,antagonism
Everolimus,BMS-754807,RD_SOFT_TISSUE,16.917,synergy
Everolimus,Belinostat,RD_SOFT_TISSUE,19.035,synergy
Everolimus,Bortezomib,CAKI1_KIDNEY,-5.21,antagonism
Everolimus,Bortezomib,EKVX_LUNG,-5.83,antagonism
Everolimus,Bortezomib,KM12_LARGE_INTESTINE,-7.18,antagonism
Everolimus,Bortezomib,MALME3M_SKIN,-5.16,antagonism
Everolimus,Bortezomib,MCF7_BREAST,-12.37,antagonism
Everolimus,Bortezomib,NCIH226_LUNG,-5.04,antagonism
Everolimus,Bortezomib,SKOV3_OVARY,-6.73,antagonism
Everolimus,Busulfan,A549_LUNG,-10.17,antagonism
Everolimus,Busulfan,ACHN_KIDNEY,-5.94,antagonism
Everolimus,Busulfan,BT549_BREAST,-5.26,antagonism
Everolimus,Busulfan,DU145_PROSTATE,-6.14,antagonism
Everolimus,Busulfan,HCT116_LARGE_INTESTINE,-9.14,antagonism
Everolimus,Busulfan,HOP62_LUNG,-6.33,antagonism
Everolimus,Busulfan,HT29_LARGE_INTESTINE,-7.66,antagonism
Everolimus,Busulfan,IGROV1_OVARY,-6.8,antagonism
Everolimus,Busulfan,MALME3M_SKIN,-6.11,antagonism
Everolimus,Busulfan,MCF7_BREAST,-11.49,antagonism
Everolimus,Busulfan,MDAMB468_BREAST,-8.35,antagonism
Everolimus,Busulfan,NCIH460_LUNG,-9.32,antagonism
Everolimus,Busulfan,OVCAR4_OVARY,-7.59,antagonism
Everolimus,Busulfan,OVCAR8_OVARY,-8.15,antagonism
Everolimus,Busulfan,PC3_PROSTATE,-11.58,antagonism
Everolimus,Busulfan,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-8.49,antagonism
Everolimus,Busulfan,SF295_CENTRAL_NERVOUS_SYSTEM,-9.5,antagonism
Everolimus,Busulfan,U251MG_CENTRAL_NERVOUS_SYSTEM,-6.64,antagonism
Everolimus,Busulfan,UACC62_SKIN,-6.81,antagonism
Everolimus,Carfilzomib,TC71_BONE,3.704333333333334,synergy
Everolimus,Carmustine,786O_KIDNEY,-7.63,antagonism
Everolimus,Carmustine,HS578T_BREAST,-10.56,antagonism
Everolimus,Carmustine,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-11.04,antagonism
Everolimus,Carmustine,MDAMB231_BREAST,-8.05,antagonism
Everolimus,Carmustine,MDAMB435S_SKIN,-6.49,antagonism
Everolimus,Carmustine,NCIH2122_LUNG,-8.73,antagonism
Everolimus,Carmustine,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,6.38,synergy
Everolimus,Carmustine,SF295_CENTRAL_NERVOUS_SYSTEM,-6.82,antagonism
Everolimus,Carmustine,SF539_CENTRAL_NERVOUS_SYSTEM,-7.44,antagonism
Everolimus,Carmustine,UACC62_SKIN,-7.08,antagonism
Everolimus,Ceritinib,RD_SOFT_TISSUE,11.341,synergy
Everolimus,Cobimetinib,RD_SOFT_TISSUE,7.108,synergy
Everolimus,Crenolanib,TC71_BONE,18.573,synergy
Everolimus,Cytarabine,TC71_BONE,-10.124,antagonism
Everolimus,Danusertib,TC71_BONE,16.210666666666665,synergy
Everolimus,Decitabine,ACHN_KIDNEY,-5.41,antagonism
Everolimus,Decitabine,HCT116_LARGE_INTESTINE,-6.28,antagonism
Everolimus,Decitabine,HOP62_LUNG,-6.98,antagonism
Everolimus,Decitabine,HS578T_BREAST,-7.04,antagonism
Everolimus,Decitabine,HT29_LARGE_INTESTINE,-8.24,antagonism
Everolimus,Decitabine,MALME3M_SKIN,-5.8,antagonism
Everolimus,Decitabine,NCIH522_LUNG,-7.8,antagonism
Everolimus,Decitabine,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-6.87,antagonism
Everolimus,Decitabine,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-9.16,antagonism
Everolimus,Decitabine,SW620_LARGE_INTESTINE,-7.87,antagonism
Everolimus,Decitabine,UO31_KIDNEY,-7.37,antagonism
Everolimus,Etoposide,TC71_BONE,-9.55,antagonism
Everolimus,Fulvestrant,A498_KIDNEY,8.92,synergy
Everolimus,Fulvestrant,A549_LUNG,22.15,synergy
Everolimus,Fulvestrant,BT549_BREAST,13.44,synergy
Everolimus,Fulvestrant,CAKI1_KIDNEY,-6.6,antagonism
Everolimus,Fulvestrant,DU145_PROSTATE,7.95,synergy
Everolimus,Fulvestrant,HCT116_LARGE_INTESTINE,11.82,synergy
Everolimus,Fulvestrant,HCT15_LARGE_INTESTINE,6.21,synergy
Everolimus,Fulvestrant,HOP62_LUNG,10.48,synergy
Everolimus,Fulvestrant,HS578T_BREAST,12.19,synergy
Everolimus,Fulvestrant,HT29_LARGE_INTESTINE,14.4,synergy
Everolimus,Fulvestrant,IGROV1_OVARY,20.77,synergy
Everolimus,Fulvestrant,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,6.88,synergy
Everolimus,Fulvestrant,KM12_LARGE_INTESTINE,14.41,synergy
Everolimus,Fulvestrant,LOXIMVI_SKIN,11.14,synergy
Everolimus,Fulvestrant,MALME3M_SKIN,16.71,synergy
Everolimus,Fulvestrant,MDAMB231_BREAST,5.45,synergy
Everolimus,Fulvestrant,MDAMB468_BREAST,15.23,synergy
Everolimus,Fulvestrant,NCIH2122_LUNG,5.63,synergy
Everolimus,Fulvestrant,PC3_PROSTATE,18.09,synergy
Everolimus,Fulvestrant,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,14.34,synergy
Everolimus,Fulvestrant,SF295_CENTRAL_NERVOUS_SYSTEM,30.59,synergy
Everolimus,Fulvestrant,SF539_CENTRAL_NERVOUS_SYSTEM,5.91,synergy
Everolimus,Fulvestrant,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-7.22,antagonism
Everolimus,Fulvestrant,SW620_LARGE_INTESTINE,7.41,synergy
Everolimus,Fulvestrant,T47D_BREAST,9.44,synergy
Everolimus,Fulvestrant,U251MG_CENTRAL_NERVOUS_SYSTEM,8.18,synergy
Everolimus,Fulvestrant,UACC62_SKIN,9.39,synergy
Everolimus,Fulvestrant,UO31_KIDNEY,10.64,synergy
Everolimus,GSK-2126458,RD_SOFT_TISSUE,8.726,synergy
Everolimus,Hydroxyurea,786O_KIDNEY,-5.96,antagonism
Everolimus,Hydroxyurea,A549_LUNG,-8.01,antagonism
Everolimus,Hydroxyurea,EKVX_LUNG,-5.01,antagonism
Everolimus,Hydroxyurea,HCT15_LARGE_INTESTINE,-6.24,antagonism
Everolimus,Hydroxyurea,HS578T_BREAST,-6.05,antagonism
Everolimus,Hydroxyurea,HT29_LARGE_INTESTINE,-5.83,antagonism
Everolimus,Hydroxyurea,LOXIMVI_SKIN,-5.36,antagonism
Everolimus,Hydroxyurea,MALME3M_SKIN,-7.17,antagonism
Everolimus,Hydroxyurea,MCF7_BREAST,-6.43,antagonism
Everolimus,Hydroxyurea,MDAMB231_BREAST,-6.12,antagonism
Everolimus,Hydroxyurea,MDAMB468_BREAST,-5.66,antagonism
Everolimus,Hydroxyurea,NCIH23_LUNG,-8.07,antagonism
Everolimus,Hydroxyurea,OVCAR4_OVARY,-5.41,antagonism
Everolimus,Hydroxyurea,PC3_PROSTATE,-7.53,antagonism
Everolimus,Hydroxyurea,UO31_KIDNEY,-6.74,antagonism
Everolimus,Ifosfamide,HOP62_LUNG,-8.1,antagonism
Everolimus,Ifosfamide,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,6.55,synergy
Everolimus,Ifosfamide,NCIH522_LUNG,6.68,synergy
Everolimus,Ifosfamide,OVCAR8_OVARY,-5.12,antagonism
Everolimus,Ifosfamide,SF295_CENTRAL_NERVOUS_SYSTEM,-9.69,antagonism
Everolimus,Imiquimod,A498_KIDNEY,-5.06,antagonism
Everolimus,Imiquimod,ACHN_KIDNEY,-5.14,antagonism
Everolimus,Imiquimod,HS578T_BREAST,-9.8,antagonism
Everolimus,Imiquimod,HT29_LARGE_INTESTINE,-5.9,antagonism
Everolimus,Imiquimod,KM12_LARGE_INTESTINE,5.64,synergy
Everolimus,Imiquimod,NCIH23_LUNG,-6.02,antagonism
Everolimus,Imiquimod,SF295_CENTRAL_NERVOUS_SYSTEM,-5.6,antagonism
Everolimus,Imiquimod,SF539_CENTRAL_NERVOUS_SYSTEM,-5.12,antagonism
Everolimus,Imiquimod,SKOV3_OVARY,-5.73,antagonism
Everolimus,Imiquimod,SNB75_CENTRAL_NERVOUS_SYSTEM,-5.94,antagonism
Everolimus,Infigratinib,RD_SOFT_TISSUE,11.163,synergy
Everolimus,Ixabepilone,A549_LUNG,5.98,synergy
Everolimus,Ixabepilone,HOP92_LUNG,-7.05,antagonism
Everolimus,Ixabepilone,MCF7_BREAST,-6.08,antagonism
Everolimus,Ixabepilone,MDAMB468_BREAST,5.9,synergy
Everolimus,Ixabepilone,NCIH2122_LUNG,5.13,synergy
Everolimus,Ixabepilone,NCIH23_LUNG,6.77,synergy
Everolimus,Ixabepilone,UO31_KIDNEY,-9.66,antagonism
Everolimus,KX-01,TC71_BONE,7.94,synergy
Everolimus,MK-1775,TC71_BONE,16.492,synergy
Everolimus,MK-2206,RD_SOFT_TISSUE,13.818,synergy
Everolimus,Methotrexate,A498_KIDNEY,-9.19,antagonism
Everolimus,Methotrexate,CAKI1_KIDNEY,-5.41,antagonism
Everolimus,Methotrexate,HOP92_LUNG,-8.69,antagonism
Everolimus,Methotrexate,MCF7_BREAST,-7.48,antagonism
Everolimus,Methotrexate,MDAMB468_BREAST,-9.96,antagonism
Everolimus,Methotrexate,NCIH2122_LUNG,5.51,synergy
Everolimus,Methotrexate,OVCAR8_OVARY,-6.18,antagonism
Everolimus,Methotrexate,SF295_CENTRAL_NERVOUS_SYSTEM,-5.72,antagonism
Everolimus,Methotrexate,SF539_CENTRAL_NERVOUS_SYSTEM,-7.21,antagonism
Everolimus,Methotrexate,SKMEL28_SKIN,-6.51,antagonism
Everolimus,Methotrexate,SKMEL5_SKIN,-7.48,antagonism
Everolimus,Methotrexate,SNB75_CENTRAL_NERVOUS_SYSTEM,-8.03,antagonism
Everolimus,Methoxsalen,EKVX_LUNG,-6.9,antagonism
Everolimus,Methoxsalen,HCT15_LARGE_INTESTINE,8.53,synergy
Everolimus,Methoxsalen,HOP62_LUNG,-6.33,antagonism
Everolimus,Methoxsalen,HS578T_BREAST,-9.37,antagonism
Everolimus,Methoxsalen,HT29_LARGE_INTESTINE,-5.16,antagonism
Everolimus,Methoxsalen,KM12_LARGE_INTESTINE,-5.52,antagonism
Everolimus,Methoxsalen,MDAMB468_BREAST,-6.78,antagonism
Everolimus,Methoxsalen,NCIH23_LUNG,-5.5,antagonism
Everolimus,Methoxsalen,OVCAR8_OVARY,-9.56,antagonism
Everolimus,Methoxsalen,SF295_CENTRAL_NERVOUS_SYSTEM,-6.91,antagonism
Everolimus,Methoxsalen,SF539_CENTRAL_NERVOUS_SYSTEM,-6.1,antagonism
Everolimus,Methoxsalen,SKOV3_OVARY,5.38,synergy
Everolimus,Methoxsalen,SNB75_CENTRAL_NERVOUS_SYSTEM,5.75,synergy
Everolimus,Methoxsalen,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-10.17,antagonism
Everolimus,Mitotane,BT549_BREAST,9.06,synergy
Everolimus,Mitotane,HCT15_LARGE_INTESTINE,5.42,synergy
Everolimus,Mitotane,HOP62_LUNG,6.78,synergy
Everolimus,Mitotane,HS578T_BREAST,9.14,synergy
Everolimus,Mitotane,HT29_LARGE_INTESTINE,8.87,synergy
Everolimus,Mitotane,IGROV1_OVARY,-5.66,antagonism
Everolimus,Mitotane,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,9.55,synergy
Everolimus,Mitotane,LOXIMVI_SKIN,6.16,synergy
Everolimus,Mitotane,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,14.9,synergy
Everolimus,Mitotane,SF295_CENTRAL_NERVOUS_SYSTEM,-7.83,antagonism
Everolimus,Mitotane,SF539_CENTRAL_NERVOUS_SYSTEM,10.9,synergy
Everolimus,Mitotane,SKMEL28_SKIN,10.44,synergy
Everolimus,Mitotane,SKMEL5_SKIN,-5.05,antagonism
Everolimus,Mitotane,SW620_LARGE_INTESTINE,6.94,synergy
Everolimus,Ombrabulin,TC71_BONE,-9.056,antagonism
Everolimus,Pelitinib,TC71_BONE,14.341,synergy
Everolimus,Pentostatin,A498_KIDNEY,-5.45,antagonism
Everolimus,Pentostatin,EKVX_LUNG,-5.28,antagonism
Everolimus,Pentostatin,HCT15_LARGE_INTESTINE,5.25,synergy
Everolimus,Pentostatin,MALME3M_SKIN,-5.26,antagonism
Everolimus,Pentostatin,NCIH23_LUNG,-8.7,antagonism
Everolimus,Pentostatin,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,7.5,synergy
Everolimus,Pentostatin,SF295_CENTRAL_NERVOUS_SYSTEM,-9.46,antagonism
Everolimus,Pentostatin,SKMEL5_SKIN,-8.59,antagonism
Everolimus,Pentostatin,SNB75_CENTRAL_NERVOUS_SYSTEM,-6.14,antagonism
Everolimus,Pipobroman,786O_KIDNEY,-8.34,antagonism
Everolimus,Pipobroman,A498_KIDNEY,-6,antagonism
Everolimus,Pipobroman,A549_LUNG,6.67,synergy
Everolimus,Pipobroman,ACHN_KIDNEY,-6.75,antagonism
Everolimus,Pipobroman,BT549_BREAST,-10.17,antagonism
Everolimus,Pipobroman,CAKI1_KIDNEY,-7.32,antagonism
Everolimus,Pipobroman,EKVX_LUNG,-5.49,antagonism
Everolimus,Pipobroman,HCT116_LARGE_INTESTINE,-12.95,antagonism
Everolimus,Pipobroman,HCT15_LARGE_INTESTINE,-6.62,antagonism
Everolimus,Pipobroman,HOP62_LUNG,-7.52,antagonism
Everolimus,Pipobroman,HOP92_LUNG,-6.97,antagonism
Everolimus,Pipobroman,HS578T_BREAST,-7.01,antagonism
Everolimus,Pipobroman,HT29_LARGE_INTESTINE,-5.83,antagonism
Everolimus,Pipobroman,IGROV1_OVARY,-12.17,antagonism
Everolimus,Pipobroman,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-9.39,antagonism
Everolimus,Pipobroman,KM12_LARGE_INTESTINE,-7.67,antagonism
Everolimus,Pipobroman,LOXIMVI_SKIN,-8.49,antagonism
Everolimus,Pipobroman,MCF7_BREAST,-8.81,antagonism
Everolimus,Pipobroman,MDAMB231_BREAST,-5.96,antagonism
Everolimus,Pipobroman,NCIH23_LUNG,-5.79,antagonism
Everolimus,Pipobroman,NCIH460_LUNG,10.35,synergy
Everolimus,Pipobroman,NCIH522_LUNG,-9.79,antagonism
Everolimus,Pipobroman,OVCAR4_OVARY,-6.15,antagonism
Everolimus,Pipobroman,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-10.9,antagonism
Everolimus,Pipobroman,SF295_CENTRAL_NERVOUS_SYSTEM,-10.49,antagonism
Everolimus,Pipobroman,SF539_CENTRAL_NERVOUS_SYSTEM,-7.78,antagonism
Everolimus,Pipobroman,SKMEL5_SKIN,-8.53,antagonism
Everolimus,Pipobroman,SNB75_CENTRAL_NERVOUS_SYSTEM,-5.33,antagonism
Everolimus,Pipobroman,SW620_LARGE_INTESTINE,-6.63,antagonism
Everolimus,Pipobroman,UACC62_SKIN,-9.36,antagonism
Everolimus,Pipobroman,UO31_KIDNEY,-5.74,antagonism
Everolimus,Romidepsin,TC71_BONE,5.109,synergy
Everolimus,Sorafenib,A549_LUNG,-8.1,antagonism
Everolimus,Sorafenib,ACHN_KIDNEY,-7.89,antagonism
Everolimus,Sorafenib,CAKI1_KIDNEY,-12,antagonism
Everolimus,Sorafenib,EKVX_LUNG,-7.01,antagonism
Everolimus,Sorafenib,HT29_LARGE_INTESTINE,-6.62,antagonism
Everolimus,Sorafenib,KM12_LARGE_INTESTINE,-5.97,antagonism
Everolimus,Sorafenib,MDAMB435S_SKIN,-5.75,antagonism
Everolimus,Sorafenib,NCIH23_LUNG,-5.61,antagonism
Everolimus,Sorafenib,NCIH522_LUNG,-6.85,antagonism
Everolimus,Sorafenib,SKOV3_OVARY,-5.88,antagonism
Everolimus,Sorafenib,T47D_BREAST,-7.21,antagonism
Everolimus,Sorafenib,UO31_KIDNEY,-5.68,antagonism
Everolimus,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,23.13,synergy
Everolimus,Thalidomide,EKVX_LUNG,-5.25,antagonism
Everolimus,Thalidomide,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,9.94,synergy
Everolimus,Thalidomide,HT29_LARGE_INTESTINE,-6.37,antagonism
Everolimus,Thalidomide,PC3_PROSTATE,-6.16,antagonism
Everolimus,Thalidomide,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-6.06,antagonism
Everolimus,Thalidomide,SKOV3_OVARY,-6.65,antagonism
Everolimus,Thalidomide,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-7.45,antagonism
Everolimus,Trametinib,RD_SOFT_TISSUE,16.933,synergy
Everolimus,Valrubicin,786O_KIDNEY,5.08,synergy
Everolimus,Valrubicin,A498_KIDNEY,6.1,synergy
Everolimus,Valrubicin,BT549_BREAST,5.99,synergy
Everolimus,Valrubicin,EKVX_LUNG,11.24,synergy
Everolimus,Valrubicin,HCT15_LARGE_INTESTINE,9.6,synergy
Everolimus,Valrubicin,HOP62_LUNG,10.2,synergy
Everolimus,Valrubicin,HOP92_LUNG,7.66,synergy
Everolimus,Valrubicin,KM12_LARGE_INTESTINE,6.27,synergy
Everolimus,Valrubicin,LOXIMVI_SKIN,7.69,synergy
Everolimus,Valrubicin,MCF7_BREAST,6.83,synergy
Everolimus,Valrubicin,MDAMB231_BREAST,6.17,synergy
Everolimus,Valrubicin,NCIH23_LUNG,8.94,synergy
Everolimus,Valrubicin,OVCAR8_OVARY,7.86,synergy
Everolimus,Valrubicin,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,8.75,synergy
Everolimus,Valrubicin,SKOV3_OVARY,8.02,synergy
Everolimus,Valrubicin,U251MG_CENTRAL_NERVOUS_SYSTEM,8.32,synergy
Ezetimibe,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,9.16,synergy
Famciclovir,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,10.57,synergy
Famotidine,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,24.13,synergy
Felbamate,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,7.35,synergy
Fenofibrate,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,10.98,synergy
Flavopiridol,Bortezomib,L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,13.57,synergy
Flavopiridol,CUDC-907,L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,71.51750000000001,synergy
Flavopiridol,Disulfiram,L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,126.4,synergy
Flavopiridol,INK-128,L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,7.622,synergy
Flavopiridol,Ombrabulin,L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,64.657,synergy
Fluconazole,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,16.06,synergy
Fludarabine,Apalutamide,L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,18.48,synergy
Fludarabine,Bortezomib,L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,10.27,synergy
Fludarabine,CUDC-907,L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,92.93,synergy
Fludarabine,Crenolanib,L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,6.51,synergy
Fludarabine,Disulfiram,L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,140.72,synergy
Fludarabine,Flavopiridol,L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-10.24,antagonism
Fludarabine,INK-128,L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,13.6,synergy
Fluorouracil,5-Azacitidine,BT549_BREAST,-10.23,antagonism
Fluorouracil,5-Azacitidine,HCT116_LARGE_INTESTINE,-5.29,antagonism
Fluorouracil,5-Azacitidine,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-24.75,antagonism
Fluorouracil,5-Azacitidine,HS578T_BREAST,-8.66,antagonism
Fluorouracil,5-Azacitidine,IGROV1_OVARY,14.75,synergy
Fluorouracil,5-Azacitidine,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-15.87,antagonism
Fluorouracil,5-Azacitidine,KM12_LARGE_INTESTINE,-22.89,antagonism
Fluorouracil,5-Azacitidine,MALME3M_SKIN,7.84,synergy
Fluorouracil,5-Azacitidine,MCF7_BREAST,5.81,synergy
Fluorouracil,5-Azacitidine,MDAMB231_BREAST,-10.61,antagonism
Fluorouracil,5-Azacitidine,MDAMB435S_SKIN,11.22,synergy
Fluorouracil,5-Azacitidine,NCIH2122_LUNG,5.77,synergy
Fluorouracil,5-Azacitidine,NCIH226_LUNG,8.6,synergy
Fluorouracil,5-Azacitidine,NCIH23_LUNG,-8.27,antagonism
Fluorouracil,5-Azacitidine,NCIH460_LUNG,-7.31,antagonism
Fluorouracil,5-Azacitidine,NCIH522_LUNG,-10.08,antagonism
Fluorouracil,5-Azacitidine,OVCAR8_OVARY,-12.13,antagonism
Fluorouracil,5-Azacitidine,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-8.1,antagonism
Fluorouracil,5-Azacitidine,SF295_CENTRAL_NERVOUS_SYSTEM,-6.01,antagonism
Fluorouracil,5-Azacitidine,SKMEL28_SKIN,8.32,synergy
Fluorouracil,5-Azacitidine,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-8.21,antagonism
Fluorouracil,5-Azacitidine,T47D_BREAST,-6.02,antagonism
Fluorouracil,5-Azacitidine,U251MG_CENTRAL_NERVOUS_SYSTEM,-12.09,antagonism
Fluorouracil,5-Azacitidine,UO31_KIDNEY,-9.09,antagonism
Fluorouracil,Allopurinol,CAKI1_KIDNEY,6.04,synergy
Fluorouracil,Allopurinol,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-5.01,antagonism
Fluorouracil,Allopurinol,HS578T_BREAST,5.1,synergy
Fluorouracil,Allopurinol,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-12.76,antagonism
Fluorouracil,Allopurinol,KM12_LARGE_INTESTINE,-21.61,antagonism
Fluorouracil,Allopurinol,LOXIMVI_SKIN,-9.78,antagonism
Fluorouracil,Allopurinol,NCIH2122_LUNG,6.58,synergy
Fluorouracil,Allopurinol,NCIH226_LUNG,8.5,synergy
Fluorouracil,Allopurinol,NCIH23_LUNG,-16.55,antagonism
